"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"3581","영화상영관","03_13_02_P","3490000","CDFF4220001983000001","19831230","","04","취소/말소/만료/정지/중지","35","직권말소","20150714","","","","","","400170","인천광역시 중구 용동 100번지","","","IMC-3 1관","20150721131817","I","2018-08-31 23:59:59.0","","","","영화상영관","영화상영관","","","","","7","2","","","","","","","","","","","","","","","","","","","","영화관","","19831230","",
"3582","영화상영관","03_13_02_P","3490000","CDFF4220002000000001","20001127","","04","취소/말소/만료/정지/중지","35","직권말소","20150714","","","","","","400170","인천광역시 중구 용동 100번지","","","IMC-3 2관","20150904084718","I","2018-08-31 23:59:59.0","","","","영화상영관","영화상영관","","","","","7","2","","","","","","","","","","","","","","","","","","","","영화관","","20001127","",
"3583","영화상영관","03_13_02_P","3490000","CDFF4220002000000002","20001127","","04","취소/말소/만료/정지/중지","35","직권말소","20150714","","","","","","400170","인천광역시 중구 용동 100번지","","","IMC-3 3관","20150904084855","I","2018-08-31 23:59:59.0","","","","영화상영관","영화상영관","","","","","7","2","","","","","","","","","","","","","","","","","","","","영화관","","20001127","",
"3584","영화상영관","03_13_02_P","3520000","CDFF4220002010000002","20100503","","04","취소/말소/만료/정지/중지","35","직권말소","20201119","","","","","","","인천광역시 연수구 청학동 502-2 5층","인천광역시 연수구 청능대로 75 (청학동,5층)","","롯데시네마 인천연수관 2관","20201121140917","U","2020-11-24 02:40:00.0","","171122.413843144","434882.960698939","영화상영관","","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20100503","",
"3585","영화상영관","03_13_02_P","3520000","CDFF4220002010000004","20100503","","04","취소/말소/만료/정지/중지","35","직권말소","20201119","","","","","","","인천광역시 연수구 청학동 502-2 6층","인천광역시 연수구 청능대로 75 (청학동,6층)","","롯데시네마 인천연수관 4관","20201121140959","U","2020-11-24 02:40:00.0","","171122.413843144","434882.960698939","영화상영관","","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20100503","",
"3586","영화상영관","03_13_02_P","3540000","CDFF4220002014000005","20140307","","04","취소/말소/만료/정지/중지","35","직권말소","20171108","","","","032-511-0705","","","인천광역시 부평구 부평동 159-15번지","인천광역시 부평구 경원대로 1395, 607호 (부평동)","21395","CGV부평역 5관","20171107200241","I","2018-08-31 23:59:59.0","","175568.438742467","443344.91890676","영화상영관","","","","","","10","6","","1","","","","","","","","","","","","","","","","","","영화관","","20140307","",
"3587","영화상영관","03_13_02_P","3540000","CDFF4220002014000006","20140307","","04","취소/말소/만료/정지/중지","35","직권말소","20171108","","","","032-511-0705","","","인천광역시 부평구 부평동 159-15번지","인천광역시 부평구 경원대로 1395, 607호 (부평동)","21395","CGV부평역 6관","20171107200312","I","2018-08-31 23:59:59.0","","175568.438742467","443344.91890676","영화상영관","","","","","","10","6","","1","","","","","","","","","","","","","","","","","","영화관","","20140307","",
"3588","영화상영관","03_13_02_P","3540000","CDFF4220002014000001","20140307","","04","취소/말소/만료/정지/중지","35","직권말소","20171108","","","","032-511-0705","","","인천광역시 부평구 부평동 159-15번지","인천광역시 부평구 경원대로 1395, 607호 (부평동)","21395","CGV부평역 1관","20171107200017","I","2018-08-31 23:59:59.0","","175568.438742467","443344.91890676","영화상영관","","","","","","10","6","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20140307","",
"3589","영화상영관","03_13_02_P","3540000","CDFF4220002014000002","20140307","","04","취소/말소/만료/정지/중지","35","직권말소","20171108","","","","032-511-0705","","","인천광역시 부평구 부평동 159-15번지","인천광역시 부평구 경원대로 1395, 607호 (부평동)","21395","CGV부평역 2관","20171107200058","I","2018-08-31 23:59:59.0","","175568.438742467","443344.91890676","영화상영관","","","","","","10","6","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20140307","",
"3590","영화상영관","03_13_02_P","3540000","CDFF4220002014000003","20140307","","04","취소/말소/만료/정지/중지","35","직권말소","20171108","","","","032-511-0705","","","인천광역시 부평구 부평동 159-15번지","인천광역시 부평구 경원대로 1395, 607호 (부평동)","21395","CGV부평역 3관","20171107200131","I","2018-08-31 23:59:59.0","","175568.438742467","443344.91890676","영화상영관","","","","","","10","6","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20140307","",
"3591","영화상영관","03_13_02_P","3540000","CDFF4220002014000004","20140307","","04","취소/말소/만료/정지/중지","35","직권말소","20171108","","","","032-511-0705","","","인천광역시 부평구 부평동 159-15번지","인천광역시 부평구 경원대로 1395, 607호 (부평동)","21395","CGV부평역 4관","20171107200204","I","2018-08-31 23:59:59.0","","175568.438742467","443344.91890676","영화상영관","","","","","","10","6","","1","","","","","","","","","","","","","","","","","","영화관","","20140307","",
"3592","영화상영관","03_13_02_P","3520000","CDFF4220002010000005","20100503","","04","취소/말소/만료/정지/중지","35","직권말소","20201119","","","","","","","인천광역시 연수구 청학동 502-2 6층","인천광역시 연수구 청능대로 75 (청학동,6층)","","롯데시네마 인천연수관 5관","20201121141015","U","2020-11-24 02:40:00.0","","171122.413843144","434882.960698939","영화상영관","","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20100503","",
"3593","영화상영관","03_13_02_P","3520000","CDFF4220002010000006","20100503","","04","취소/말소/만료/정지/중지","35","직권말소","20201119","","","","","","","인천광역시 연수구 청학동 502-2 7층","인천광역시 연수구 청능대로 75 (청학동,7층)","","롯데시네마 인천연수관 7관","20201121141029","U","2020-11-24 02:40:00.0","","171122.413843144","434882.960698939","영화상영관","","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20100503","",
"3594","영화상영관","03_13_02_P","3520000","CDFF4220002010000007","20100504","","04","취소/말소/만료/정지/중지","35","직권말소","20201119","","","","","","","인천광역시 연수구 청학동 502-1 5층","인천광역시 연수구 청능대로 71 (청학동,5층)","","롯데시네마 인천연수관 8관","20201121141045","U","2020-11-24 02:40:00.0","","171102.003759914","434905.256304953","영화상영관","","11","","","","9","2","","","","","","","","","","","","","","","","","","","","영화관","","20100504","",
"3595","영화상영관","03_13_02_P","3520000","CDFF4220002010000001","20100503","","04","취소/말소/만료/정지/중지","35","직권말소","20201119","","","","","","","인천광역시 연수구 청학동 502-2 4층","인천광역시 연수구 청능대로 75 (청학동,4층)","","롯데시네마 인천연수관 1관","20201121135730","U","2020-11-24 02:40:00.0","","171122.413843144","434882.960698939","영화상영관","","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20100503","",
"3596","영화상영관","03_13_02_P","3520000","CDFF4220002010000008","20100504","","04","취소/말소/만료/정지/중지","35","직권말소","20201119","","","","","","","인천광역시 연수구 청학동 502-1 6층","인천광역시 연수구 청능대로 71 (청학동,6층)","","롯데시네마 인천연수관 9관","20201121141101","U","2020-11-24 02:40:00.0","","171102.003759914","434905.256304953","영화상영관","","11","","","","9","2","","","","","","","","","","","","","","","","","","","","영화관","","20100504","",
"3597","영화상영관","03_13_02_P","6510000","CDFF4220001999000002","19990715","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","723-5100","","690808","제주특별자치도 제주시 삼도이동 1261-8번지 4층(탑동로14)","제주특별자치도 제주시 탑동로 14 (삼도이동,4층(탑동로14))","","프리머스시네마탑동 3관","20200225161418","U","2020-02-27 02:40:00.0","","155645.226268","2432.47782874","영화상영관","영화상영관","5","","","","4","1","","","","","","","","","","","","","","","","","","","","영화관","","19990715","",
"3598","영화상영관","03_13_02_P","6510000","CDFF4220002002000003","20020912","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","756-5959","","690836","제주특별자치도 제주시 일도일동 1298-16번지 6층(해짓골1로8)","제주특별자치도 제주시 중앙로5길 6 (일도일동,6층(해짓골1로8))","","코리아극장 3관","20200225161435","U","2020-02-27 02:40:00.0","","155824.122819","2187.53819844","영화상영관","영화상영관","7","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020912","",
"3599","영화상영관","03_13_02_P","6510000","CDFF4220002002000004","20020611","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","723-5100","","690808","제주특별자치도 제주시 삼도이동 1261-8번지 3층(탑동로14)","제주특별자치도 제주시 탑동로 14 (삼도이동,3층(탑동로14))","","프리머스시네마탑동 2관","20200225161451","U","2020-02-27 02:40:00.0","","155645.226268","2432.47782874","영화상영관","영화상영관","5","","","","4","1","","","","","","","","","","","","","","","","","","","","영화관","","20020611","",
"3600","영화상영관","03_13_02_P","6510000","CDFF4220002002000005","20020611","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","723-5100","","690808","제주특별자치도 제주시 삼도이동 1261-8번지 4층(탑동로14)","제주특별자치도 제주시 탑동로 14 (삼도이동,4층(탑동로14))","","프리머스시네마탑동 5관","20200225161511","U","2020-02-27 02:40:00.0","","155645.226268","2432.47782874","영화상영관","영화상영관","5","","","","4","1","","","","","","","","","","","","","","","","","","","","영화관","","20020611","",
"3601","영화상영관","03_13_02_P","6510000","CDFF4220002002000013","20021002","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","712-2300","","690813","제주특별자치도 제주시 연동 261-9번지","제주특별자치도 제주시 신광로 36 (연동)","","시네마J2관","20200225161528","U","2020-02-27 02:40:00.0","","152499.593249","-708.932121043","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20021002","",
"3602","영화상영관","03_13_02_P","6510000","CDFF4220002002000014","20021002","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","712-2300","","690813","제주특별자치도 제주시 연동 261-9번지","제주특별자치도 제주시 신광로 36 (연동)","","시네마J3관","20200225161541","U","2020-02-27 02:40:00.0","","152499.593249","-708.932121043","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20021002","",
"3603","영화상영관","03_13_02_P","6510000","CDFF4220002003000001","20031217","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","723-5100","","690808","제주특별자치도 제주시 삼도이동 1261-8번지 2층(탑동로14)","제주특별자치도 제주시 탑동로 14 (삼도이동,2층(탑동로14))","","프리머스시네마탑동 6관","20200225161605","U","2020-02-27 02:40:00.0","","155645.226268","2432.47782874","영화상영관","영화상영관","5","","","","4","1","","","","","","","","","","","","","","","","","","","","영화관","","20031217","",
"3604","영화상영관","03_13_02_P","6510000","CDFF4220001993000001","19930417","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","712-2300","","690813","제주특별자치도 제주시 연동 261-9번지","제주특별자치도 제주시 신광로 36 (연동)","","시네마J1관","20200225161347","U","2020-02-27 02:40:00.0","","152499.593249","-708.932121043","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19930417","",
"3605","영화상영관","03_13_02_P","6510000","CDFF4220001999000001","19990715","","04","취소/말소/만료/정지/중지","35","직권말소","20200225","","","","723-5100","","690808","제주특별자치도 제주시 삼도이동 1261-8번지 3층(탑동로14)","제주특별자치도 제주시 탑동로 14 (삼도이동,3층(탑동로14))","","프리머스시네마탑동 1관","20200225161404","U","2020-02-27 02:40:00.0","","155645.226268","2432.47782874","영화상영관","영화상영관","5","","","","4","1","문화시설","","","","","","","","","","","","","","","","","","","영화관","","19990715","",
"3606","영화상영관","03_13_02_P","3310000","CDFF4220002008000001","20080704","","04","취소/말소/만료/정지/중지","35","직권말소","20180529","","","","051-245-5441","","","부산광역시 남구 대연동 965-2번지 지하1층","부산광역시 남구 유엔평화로76번길 26 (대연동,지하1층)","","(주)국도예술관","20180530093113","I","2018-08-31 23:59:59.0","","390688.560676822","182959.289181372","영화상영관","영화상영관","8","","","","7","1","근린생활시설","1","","","","","","","","","","","","","","","","","","영화관","","20080704","일반주거지역",
"3607","영화상영관","03_13_02_P","3740000","CDFF4220002003000017","20030904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","442140","경기도 수원시 팔달구 구천동 1-3 수원디자이너클럽 8~12층","경기도 수원시 팔달구 수원천로231번길 3 (구천동,수원디자이너클럽 8~12층)","","CGV 남문 8관","20171016135737","I","2020-08-05 00:23:26.0","","201610.237152762","419145.295557035","영화상영관","영화상영관","18","유흥업소밀집지역","","","13","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030904","상업지역",
"3608","영화상영관","03_13_02_P","5670000","CDFF4220001999100001","19990601","","04","취소/말소/만료/정지/중지","35","직권말소","20200311","","","","055-243-4690","","631843","경상남도 창원시 마산합포구 구산면 수정리 439-1","경상남도 창원시 마산합포구 구산면 구산로 407-60","","씨네비젼","20200311102800","I","2021-07-02 00:23:01.0","","344619.672467146","180153.979531356","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","자동차극장","","19990601","",
"3609","영화상영관","03_13_02_P","5310000","CDFF4220001989000001","19890604","","04","취소/말소/만료/정지/중지","35","직권말소","20121016","","","","741-0002","","660160","경상남도 진주시 본성동 7-18번지","경상남도 진주시 남강로 655-1 (본성동)","660160","대한극장","20121017145053","I","2018-08-31 23:59:59.0","","298592.824428867","188541.572047872","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19890604","",
"3610","영화상영관","03_13_02_P","3740000","CDFF4220002003000010","20030904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","031-229-3700","","442140","경기도 수원시 팔달구 구천동 10-24 Thesay 8층 cgv 남문8~12층","경기도 수원시 팔달구 수원천로231번길 3 (구천동,Thesay 8층 cgv 남문8~12층)","","CGV 남문 1관","20171016135256","I","2020-08-05 00:23:26.0","","201564.663966","419154.508545656","영화상영관","영화상영관","18","유흥업소밀집지역","","","13","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030904","상업지역",
"3611","영화상영관","03_13_02_P","3740000","CDFF4220002003000011","20030904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","442140","경기도 수원시 팔달구 구천동 10-24 Thesay cgv 남문 8~12층","경기도 수원시 팔달구 수원천로231번길 3 (구천동,Thesay cgv 남문 8~12층)","","CGV 남문 2관","20171016135328","I","2020-08-05 00:23:26.0","","201564.663966","419154.508545656","영화상영관","영화상영관","18","유흥업소밀집지역","","","13","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030904","상업지역",
"3612","영화상영관","03_13_02_P","3740000","CDFF4220002003000012","20030904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","442140","경기도 수원시 팔달구 구천동 10-24 Thesay cgv 남문 8~12층","경기도 수원시 팔달구 수원천로231번길 3 (구천동,Thesay cgv 남문 8~12층)","","CGV 남문 3관","20171016135353","I","2020-08-05 00:23:26.0","","201564.663966","419154.508545656","영화상영관","영화상영관","18","유흥업소밀집지역","","","13","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030904","상업지역",
"3613","영화상영관","03_13_02_P","3740000","CDFF4220002003000013","20030904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","442140","경기도 수원시 팔달구 구천동 10-24 Thesay cgv 남문 8~12층","경기도 수원시 팔달구 수원천로231번길 3 (구천동,Thesay cgv 남문 8~12층)","","CGV 남문 4관","20171016135413","I","2020-08-05 00:23:26.0","","201564.663966","419154.508545656","영화상영관","영화상영관","18","유흥업소밀집지역","","","13","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030904","상업지역",
"3614","영화상영관","03_13_02_P","3740000","CDFF4220002003000014","20030904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","442140","경기도 수원시 팔달구 구천동 10-24 Thesay cgv 남문 8~12층","경기도 수원시 팔달구 수원천로231번길 3 (구천동,Thesay cgv 남문 8~12층)","","CGV 남문 5관","20171016135435","I","2020-08-05 00:23:26.0","","201564.663966","419154.508545656","영화상영관","영화상영관","18","유흥업소밀집지역","","","13","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030904","상업지역",
"3615","영화상영관","03_13_02_P","3740000","CDFF4220002003000015","20030904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","442140","경기도 수원시 팔달구 구천동 10-24 Thesay cgv 남문 8~12층","경기도 수원시 팔달구 수원천로231번길 3 (구천동,Thesay cgv 남문 8~12층)","","CGV 남문 6관","20171016135507","I","2020-08-05 00:23:26.0","","201564.663966","419154.508545656","영화상영관","영화상영관","18","유흥업소밀집지역","","","13","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030904","상업지역",
"3616","영화상영관","03_13_02_P","3740000","CDFF4220002003000016","20030904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","442140","경기도 수원시 팔달구 구천동 10-24 Thesay cgv 남문 8~12층","경기도 수원시 팔달구 수원천로231번길 3 (구천동,Thesay cgv 남문 8~12층)","","CGV 남문 7관","20171016135551","I","2020-08-05 00:23:26.0","","201564.663966","419154.508545656","영화상영관","영화상영관","18","유흥업소밀집지역","","","13","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20030904","상업지역",
"3617","영화상영관","03_13_02_P","3740000","CDFF4220001990000001","19900101","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","","경기도 수원시 팔달구 화서동 436-3","경기도 수원시 팔달구 수성로 92 (화서동, 농민회관)","16432","진흥청내 농민회관","20171016135128","I","2020-08-05 00:23:26.0","","198939.825908047","420003.074210247","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19900101","",
"3618","영화상영관","03_13_02_P","3740000","CDFF4220001999000004","19990904","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","442070","경기도 수원시 팔달구 인계동 뉴코아내 무지개극장","","","무지개극장","20171016135216","I","2020-08-05 00:23:26.0","","","","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19990904","",
"3619","영화상영관","03_13_02_P","3740000","CDFF4220002001000002","20010302","","04","취소/말소/만료/정지/중지","35","직권말소","20171016","","","","","","441847","경기도 수원시 권선구 오목천동 20","경기도 수원시 권선구 서수원로 307 (오목천동)","","하나로시네마 자동차극장","20171016135152","I","2020-08-05 00:23:26.0","","196781.475418136","416897.452213232","영화상영관","영화상영관","","","","","","","문화시설","","","","","","","","","","","","","","","","","","","자동차극장","","20010302","",
"3620","영화상영관","03_13_02_P","3740000","CDFF4220002015000001","20150518","","04","취소/말소/만료/정지/중지","35","직권말소","20171023","","","","031-258-2511","","","경기도 수원시 장안구 조원동 893 363호","경기도 수원시 장안구 경수대로 950, 363호 (조원동, 아일렛쇼핑타운)","16295","씨네키즈 위드 디보","20171023143035","I","2020-08-05 00:23:26.0","","200590.511345382","422392.384420752","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20150518","",
"3621","영화상영관","03_13_02_P","3130000","CDFF4220002007000002","20071213","","04","취소/말소/만료/정지/중지","35","직권말소","20140825","","","","371-6567","","121898","서울특별시 마포구 동교동 159-8번지","서울특별시 마포구 양화로 153 (동교동)","","프리머스 제1관","20140825173907","I","2018-08-31 23:59:59.0","","193105.3351414","450464.444202107","영화상영관","영화상영관","56","유흥업소밀집지역","","","11","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20071213","상업지역",
"3622","영화상영관","03_13_02_P","3130000","CDFF4220002007000003","20071213","","04","취소/말소/만료/정지/중지","35","직권말소","20140825","","","","","","121898","서울특별시 마포구 동교동 159-8번지","서울특별시 마포구 양화로 153 (동교동)","","프리머스제2관","20140825173940","I","2018-08-31 23:59:59.0","","193105.3351414","450464.444202107","영화상영관","영화상영관","15","기타","","","11","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20071213","상업지역",
"3623","영화상영관","03_13_02_P","3130000","CDFF4220002007000004","20071213","","04","취소/말소/만료/정지/중지","35","직권말소","20140825","","","","","","121898","서울특별시 마포구 동교동 159-8번지","서울특별시 마포구 양화로 153 (동교동)","","프리머스 제3관","20140825174007","I","2018-08-31 23:59:59.0","","193105.3351414","450464.444202107","영화상영관","영화상영관","15","유흥업소밀집지역","","","11","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20071213","상업지역",
"3624","영화상영관","03_13_02_P","3130000","CDFF4220002007000005","20071213","","04","취소/말소/만료/정지/중지","35","직권말소","20140825","","","","","","121898","서울특별시 마포구 동교동 159-8번지","서울특별시 마포구 양화로 153 (동교동)","","프리머스제4관","20140825174035","I","2018-08-31 23:59:59.0","","193105.3351414","450464.444202107","영화상영관","영화상영관","15","유흥업소밀집지역","","","11","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20071213","상업지역",
"3625","영화상영관","03_13_02_P","3130000","CDFF4220002007000006","20071213","","04","취소/말소/만료/정지/중지","35","직권말소","20140825","","","","","","121898","서울특별시 마포구 동교동 159-8번지","서울특별시 마포구 양화로 153 (동교동)","","프리머스제5관","20140825174058","I","2018-08-31 23:59:59.0","","193105.3351414","450464.444202107","영화상영관","영화상영관","15","유흥업소밀집지역","","","11","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20071213","상업지역",
"3626","영화상영관","03_13_02_P","3130000","CDFF4220002007000007","20071213","","04","취소/말소/만료/정지/중지","35","직권말소","20140825","","","","","","121898","서울특별시 마포구 동교동 159-8번지","서울특별시 마포구 양화로 153 (동교동)","","프리머스제6관","20140825174122","I","2018-08-31 23:59:59.0","","193105.3351414","450464.444202107","영화상영관","영화상영관","15","유흥업소밀집지역","","","11","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20071213","상업지역",
"3627","영화상영관","03_13_02_P","5350000","CDFF4220002002000001","20021102","","04","취소/말소/만료/정지/중지","35","직권말소","20170413","","","","","","621907","경상남도 김해시 부원동 852-5번지","경상남도 김해시 가락로 42  (부원동)","","프리머스1관","20170413175918","I","2018-08-31 23:59:59.0","","371298.312231578","193958.33399789","영화상영관","영화상영관","6","기타","","","6","","근린생활시설","1.2","","","","","","","","","","","","","","","","","","영화관","","20021102","일반상업지역",
"3628","영화상영관","03_13_02_P","5350000","CDFF4220002006000002","20060303","","04","취소/말소/만료/정지/중지","35","직권말소","20170413","","","","","","621907","경상남도 김해시 부원동 852-5번지","경상남도 김해시 가락로 42  (부원동)","","프리머스3관","20170413175918","I","2018-08-31 23:59:59.0","","371298.312231578","193958.33399789","영화상영관","영화상영관","6","기타","","","5","","근린생활시설","1.2","","","","","","","","","","","","","","","","","","영화관","","20060303","상업지역",
"3629","영화상영관","03_13_02_P","5350000","CDFF4220002006000003","20060303","","04","취소/말소/만료/정지/중지","35","직권말소","20170413","","","","","","621907","경상남도 김해시 부원동 852-5번지","경상남도 김해시 가락로 42  (부원동)","","프리머스4관","20170413175918","I","2018-08-31 23:59:59.0","","371298.312231578","193958.33399789","영화상영관","영화상영관","6","기타","","","5","","근린생활시설","1.2","","","","","","","","","","","","","","","","","","영화관","","20060303","일반상업지역",
"3630","영화상영관","03_13_02_P","5350000","CDFF4220002006000004","20060303","","04","취소/말소/만료/정지/중지","35","직권말소","20170413","","","","","","621907","경상남도 김해시 부원동 852-5번지","경상남도 김해시 가락로 42  (부원동)","","프리머스5관","20170413175918","I","2018-08-31 23:59:59.0","","371298.312231578","193958.33399789","영화상영관","영화상영관","6","기타","","","4","","근린생활시설","1.2","","","","","","","","","","","","","","","","","","영화관","","20060303","일반상업지역",
"3631","영화상영관","03_13_02_P","3520000","CDFF4220002010000003","20100503","","04","취소/말소/만료/정지/중지","35","직권말소","20201119","","","","","","","인천광역시 연수구 청학동 502-2 5층","인천광역시 연수구 청능대로 75 (청학동,5층)","","롯데시네마 인천연수관 3관","20201121140941","U","2020-11-24 02:40:00.0","","171122.413843144","434882.960698939","영화상영관","","10","","","","8","2","","","","","","","","","","","","","","","","","","","","영화관","","20100503","",
"3632","영화상영관","03_13_02_P","4680000","CDFF4220001978000001","19780920","","04","취소/말소/만료/정지/중지","35","직권말소","20090205","","","","840-3553","","570954","전라북도 익산시 남중동 86-80번지","전라북도 익산시 인북로32길 20 (남중동)","","시민문화회관","20150312115316","I","2018-08-31 23:59:59.0","","196210.492584","271853.254279","영화상영관","영화상영관","","","","","","","","240","","","","","","","","","","","","","","","","","","영화관","","19780920","",
"3633","영화상영관","03_13_02_P","4680000","CDFF4220001989000001","19890803","","04","취소/말소/만료/정지/중지","35","직권말소","20160108","","","","","","570991","전라북도 익산시 창인동1가 55-4번지","전라북도 익산시 중앙로1길 29-1 (창인동1가)","54593","아카데미1관","20160119162657","I","2018-08-31 23:59:59.0","","195310.206734","271321.31967","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19890803","",
"3634","영화상영관","03_13_02_P","4680000","CDFF4220001998000001","19980307","","04","취소/말소/만료/정지/중지","35","직권말소","20160108","","","","","","570991","전라북도 익산시 창인동1가 55-4번지","전라북도 익산시 중앙로1길 29-1 (창인동1가)","54593","아카데미극장2관","20160119162744","I","2018-08-31 23:59:59.0","","195310.206734","271321.31967","영화상영관","영화상영관","4","유흥업소밀집지역","","","3","1","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","19980307","일반상업지역",
"3635","영화상영관","03_13_02_P","4680000","CDFF4220002003000003","20030415","","04","취소/말소/만료/정지/중지","35","직권말소","20160108","","","","","","570991","전라북도 익산시 창인동1가 55-4번지","전라북도 익산시 중앙로1길 29-1 (창인동1가)","54593","아카데미극장3관","20160119162815","I","2018-08-31 23:59:59.0","","195310.206734","271321.31967","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030415","",
"3636","영화상영관","03_13_02_P","4680000","CDFF4220002003000004","20030415","","04","취소/말소/만료/정지/중지","35","직권말소","20160108","","","","","","570991","전라북도 익산시 창인동1가 61번지","전라북도 익산시 중앙로1길 19-6 (창인동1가)","","시네마극장2관","20160119162917","I","2018-08-31 23:59:59.0","","195284.957681","271245.517612","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030415","",
"3637","영화상영관","03_13_02_P","4680000","CDFF4220002003000005","20030415","","04","취소/말소/만료/정지/중지","35","직권말소","20160108","","","","","","570991","전라북도 익산시 창인동1가 61번지","전라북도 익산시 중앙로1길 19-6 (창인동1가)","","시네마극장3관","20160119162946","I","2018-08-31 23:59:59.0","","195284.957681","271245.517612","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030415","",
"3638","영화상영관","03_13_02_P","4680000","CDFF4220002003000006","20030416","","04","취소/말소/만료/정지/중지","35","직권말소","20160108","","","","","","570991","전라북도 익산시 창인동1가 61번지","전라북도 익산시 중앙로1길 19-6 (창인동1가)","","아카데미극장 4관","20160119162851","I","2018-08-31 23:59:59.0","","195284.957681","271245.517612","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030416","",
